;movieID;movieTitle;movieYear;IMDBRating;IMDBVotes;genres;subURL;found
165;m165;rko 281;1999;7.1;3543;['biography', 'drama'];https://www.opensubtitles.org/pt/subtitles/6476051/rko-281-pb;check
166;m166;raging bull;1980;8.4;91851;['biography', 'drama', 'sport'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-raging+bull;nok
167;m167;rear window;1954;8.7;121165;['crime', 'mystery', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-rear+window;nok
168;m168;rebel without a cause;1955;7.9;27791;['drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-48545/sublanguageid-pob/moviename-rebel%20without%20a%20cause;ok
169;m169;reindeer games;2000;5.5;16951;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-184858/sublanguageid-pob/moviename-reindeer%20games;ok
170;m170;reservoir dogs;1992;8.4;217185;['crime', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-105236/sublanguageid-pob/moviename-reservoir%20dogs;ok
171;m171;roughshod;1949;6.9;115;['action', 'drama', 'romance', 'western'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-roughshod;nok
172;m172;scary movie 2;2001;4.7;44511;['comedy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-scary+movie+2;nok
173;m173;serial mom;1994;6.4;11077;['comedy', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-111127/sublanguageid-pob/moviename-serial%20mom;ok
174;m174;the seventh victim;1943;6.9;1596;['drama', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-36341/sublanguageid-pob/moviename-the%20seventh%20victim;ok
175;m175;sex, lies, and videotape;1989;7.1;18505;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-sex,+lies,+and+videotape;nok
176;m176;shivers;1975;6.5;4940;['horror', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-shivers;nok
177;m177;shock treatment;1981;5.4;1884;['comedy', 'musical'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-shock+treatment;nok
178;m178;sideways;2004;7.8;70349;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-sideways;nok
179;m179;signs;2002;6.9;113119;['drama', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-signs;nok
180;m180;silverado;1985;7.0;14355;['action', 'western'];https://www.opensubtitles.org/pt/search/imdbid-90022/sublanguageid-pob/moviename-silverado;ok
181;m181;simone;2010;8.3;9;['short', 'drama', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-simone;nok
182;m182;the sixth sense;1999;8.2;244162;['drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+sixth+sense;nok
183;m183;slash;2002;4.2;899;['comedy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-slash;nok
184;m184;slither;2006;6.6;26497;['comedy', 'horror', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-slither;nok
185;m185;smokey and the bandit;1977;6.6;14147;['action', 'comedy', 'crime', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-smokey+and+the+bandit;nok
186;m186;smokin' aces;2006;6.6;58048;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-smokin%27+aces;nok
187;m187;solaris;2002;6.2;33541;['drama', 'mystery', 'romance', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-solaris;nok
188;m188;someone to watch over me;1987;6.1;3909;['action', 'crime', 'drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-someone+to+watch+over+me;nok
189;m189;spider-man;2002;7.4;169898;['action', 'adventure', 'fantasy', 'sci-fi', 'action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-spider-man;nok
190;m190;stalag 17;1953;8.2;21182;['drama', 'war'];https://www.opensubtitles.org/pt/search/imdbid-46359/sublanguageid-pob/moviename-stalag%2017;ok
191;m191;star trek: generations;1994;6.5;26662;['action', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-star+trek:+generations;nok
192;m192;star trek iii: the search for spock;1984;6.5;22466;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-88170/sublanguageid-pob/moviename-star%20trek%20iii:%20the%20search%20for%20spock;ok
193;m193;star trek: the wrath of khan;1982;7.8;36503;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-84726/sublanguageid-pob/moviename-star%20trek:%20the%20wrath%20of%20khan;ok
194;m194;star trek iv: the voyage home;1986;7.3;26423;['adventure', 'comedy', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-star+trek+iv:+the+voyage+home;nok
195;m195;star trek: insurrection;1998;6.3;26728;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-120844/sublanguageid-pob/moviename-star%20trek:%20insurrection;ok
196;m196;star trek: first contact;1996;7.6;45429;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-star+trek:+first+contact;nok
197;m197;star trek vi: the undiscovered country;1991;7.2;23751;['action', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-102975/sublanguageid-pob/moviename-star%20trek%20vi:%20the%20undiscovered%20country;ok
198;m198;star trek: nemesis;2002;6.4;28682;['action', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-star+trek:+nemesis;nok
199;m199;starman;1984;6.9;14204;['adventure', 'drama', 'romance', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-starman;nok
200;m200;strange days;1995;7.1;27744;['action', 'crime', 'drama', 'fantasy', 'music', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-strange+days;nok
201;m201;suspect zero;2004;5.8;9914;['crime', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-324127/sublanguageid-pob/moviename-suspect%20zero;ok
202;m202;swingers;1996;7.6;32427;['comedy', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-swingers;nok
203;m203;the godfather;1972;9.2;419312;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+godfather;nok
204;m204;the talented mr. ripley;1999;7.2;64055;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-134119/sublanguageid-pob/moviename-the%20talented%20mr.%20ripley;ok
205;m205;taxi driver;1976;8.6;159525;['drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-taxi+driver;nok
206;m206;the rock;1996;7.3;109533;['action', 'adventure', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+rock;nok
207;m207;the majestic;2001;6.8;25057;['drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+majestic;nok
208;m208;the birds;1963;7.9;53233;['horror', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+birds;nok
209;m209;the body snatcher;1945;7.4;2927;['drama', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+body+snatcher;nok
210;m210;the crow: salvation;2000;4.7;4566;['action', 'crime', 'fantasy', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-132910/sublanguageid-pob/moviename-the%20crow:%20salvation;ok
211;m211;the day the earth stood still;2008;5.5;52489;['drama', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+day+the+earth+stood+still;nok
212;m212;the lost boys;1987;7.0;34826;['comedy', 'fantasy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+lost+boys;nok
213;m213;the thing;1982;8.2;80904;['horror', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+thing;nok
214;m214;the time machine;2002;5.7;32900;['sci-fi', 'adventure', 'action'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+time+machine;nok
215;m215;the jacket;2005;7.1;36581;['drama', 'fantasy', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+jacket;nok
216;m216;thelma & louise;1991;7.3;44372;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-thelma++louise;nok
217;m217;there's something about mary;1998;7.2;97546;['comedy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-there%27s+something+about+mary;nok
218;m218;thirteen days;2000;7.3;23732;['drama', 'history', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-146309/sublanguageid-pob/moviename-thirteen%20days;ok
219;m219;thunderheart;1992;6.6;6662;['crime', 'mystery', 'thriller', 'western'];https://www.opensubtitles.org/pt/search/imdbid-105585/sublanguageid-pob/moviename-thunderheart;ok
220;m220;top gun;1986;6.5;81087;['action', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-top+gun;nok
221;m221;total recall;1990;7.4;71383;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-top+gun;nok
222;m222;tremors;1990;7.1;30553;['action', 'comedy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-top+gun;nok
223;m223;true believer;1989;6.7;1801;['drama', 'crime'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-total+recall;nok
224;m224;twin peaks: fire walk with me;1992;7.0;21274;['drama', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-105665/sublanguageid-pob/moviename-twin%20peaks:%20fire%20walk%20with%20me;ok
225;m225;the verdict;1982;7.7;10991;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+verdict;nok
226;m226;the war of the worlds;1953;7.1;12239;['action', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+war+of+the+worlds;nok
227;m227;new nightmare;1994;6.3;14975;['fantasy', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-new+nightmare;nok
228;m228;white squall;1996;6.4;8465;['adventure', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-white+squall;nok
229;m229;wild at heart;1990;7.2;29388;['crime', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-wild+at+heart;nok
230;m230;wonder boys;2000;7.5;31853;['drama', 'comedy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-wonder+boys;nok
231;m231;the woodsman;2004;7.4;16090;['drama'];https://www.opensubtitles.org/pt/search/imdbid-361127/sublanguageid-pob/moviename-the%20woodsman;ok
232;m232;the abyss;1989;7.6;51699;['action', 'adventure', 'drama', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+abyss;nok
233;m233;l'avventura;1960;7.9;6963;['drama', 'mystery'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-l%27avventura;nok
234;m234;agnes of god;1985;6.5;3490;['drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-88683/sublanguageid-pob/moviename-agnes%20of%20god;ok
235;m235;a hard day's night;1964;7.6;15431;['comedy', 'music'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-a+hard+day%27s+night;nok
236;m236;alien;1979;8.5;184471;['adventure', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-alien;nok
237;m237;alien vs. predator;1993;7.8;116;['action', 'adventure', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-alien+vs.+predator;nok
238;m238;all about eve;1950;8.5;35597;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-all+about+eve;nok
239;m239;all the president's men;1976;8.0;32717;['drama', 'history', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-74119/sublanguageid-pob/moviename-all%20the%20presidents%20men;ok
240;m240;american pie;1999;6.9;107961;['comedy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-american+pie;nok
241;m241;an american werewolf in paris;1997;4.9;10158;['horror', 'romance', 'thriller', 'comedy'];https://www.opensubtitles.org/pt/search/imdbid-118604/sublanguageid-pob/moviename-an%20american%20werewolf%20in%20paris;ok
242;m242;anastasia;1997;6.6;16844;['animation', 'adventure', 'drama', 'family', 'musical', 'animation', 'family'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-anastasia;nok
243;m243;annie hall;1977;8.3;66781;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-annie+hall;nok
244;m244;the anniversary party;2001;6.2;5809;['drama', 'comedy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+anniversary+party;nok
245;m245;antz;1998;6.8;37825;['animation', 'adventure', 'comedy', 'family'];https://www.opensubtitles.org/pt/search/imdbid-120587/sublanguageid-pob/moviename-antz;ok
246;m246;the apartment;1960;8.4;37301;['romance', 'comedy', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+apartment;nok
247;m247;apocalypse now;1979;8.6;176465;['drama', 'war'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-apocalypse+now;nok
248;m248;arctic blue;1993;4.8;464;['action', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-arctic+blue;nok
249;m249;as good as it gets;1997;7.8;93201;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-119822/sublanguageid-pob/moviename-as%20good%20as%20it%20gets;ok
250;m250;assassins;1995;6.0;23681;['action', 'thriller', 'crime'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-assassins;nok
251;m251;asylum;2005;6.1;2395;['drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-asylum;nok
252;m252;a walk to remember;2002;7.1;38751;['drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-281358/sublanguageid-pob/moviename-a%20walk%20to%20remember;ok
253;m253;back to the future;1985;8.4;207376;['adventure', 'family', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-back+to+the+future;nok
254;m254;badlands;1973;7.9;16753;['crime', 'drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-badlands;nok
255;m255;the adventures of buckaroo banzai across the 8th dimension;1984;6.0;10046;['adventure', 'romance', 'comedy', 'sci-fi'];https://www.opensubtitles.org/pt/search/imdbid-86856/sublanguageid-pob/moviename-the%20adventures%20of%20buckaroo%20banzai%20across%20the%208th%20dimension;ok
256;m256;barton fink;1991;7.8;33119;['drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-101410/sublanguageid-pob/moviename-barton%20fink;ok
257;m257;basic instinct;1992;6.9;57615;['mystery', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-basic+instinct;nok
258;m258;basquiat;1996;6.7;8016;['biography', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-basquiat;nok
259;m259;batman returns;1992;6.9;79770;['action', 'crime', 'fantasy', 'thriller', 'animation', 'crime', 'fantasy', 'action', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-batman+returns;nok
260;m260;batman and robin;1949;6.5;443;['action', 'adventure', 'crime', 'drama', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-batman+and+robin;nok
261;m261;batman forever;1995;5.4;77223;['action', 'crime', 'fantasy', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-batman+forever;nok
262;m262;batman;1989;7.6;112731;['crime', 'drama', 'thriller', 'action', 'adventure', 'crime'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-batman;nok
263;m263;bean;1997;5.8;27131;['comedy', 'family'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-bean;nok
264;m264;beavis and butt-head do america;1996;6.6;23149;['animation', 'adventure', 'comedy', 'crime'];https://www.opensubtitles.org/pt/search/imdbid-115641/sublanguageid-pob/moviename-beavis%20and%20butt-head%20do%20america;ok
265;m265;beetle juice;1988;7.3;62164;['comedy', 'fantasy'];https://www.opensubtitles.org/pt/search/imdbid-94721/sublanguageid-pob/moviename-beetle%20juice;ok
266;m266;being there;1979;8.0;25085;['drama', 'comedy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-being+there;nok
267;m267;being john malkovich;1999;7.9;115008;['comedy', 'drama', 'fantasy', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-120601/sublanguageid-pob/moviename-being%20john%20malkovich;ok
268;m268;beloved;1998/I;5.6;4014;['drama', 'mystery'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-beloved;nok
269;m269;the big lebowski;1998;8.2;182170;['comedy', 'crime', 'mystery'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+big+lebowski;nok
270;m270;the black dahlia;2006;5.6;35706;['crime', 'drama', 'history', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-387877/sublanguageid-pob/moviename-the%20black%20dahlia;ok
271;m271;blade ii;2002;6.6;51826;['action', 'fantasy', 'horror', 'thriller', 'action', 'adventure', 'horror'];https://www.opensubtitles.org/pt/search/imdbid-187738/sublanguageid-pob/moviename-blade%20ii;ok
272;m272;blade;1998;7.0;65885;['action', 'adventure', 'fantasy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-187738/sublanguageid-pob/moviename-blade%20ii;ok
273;m273;book of shadows: blair witch 2;2000;4.1;16285;['crime', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-blade;nok
274;m274;blood simple.;1984;7.8;28901;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-blood+simple.;nok
275;m275;bloodmoon;1997;4.5;269;['action', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-bloodmoon;nok
276;m276;blow;2001;7.4;71334;['biography', 'crime', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-blow;nok
277;m277;la battaglia di algeri;1966;8.2;14339;['drama', 'history', 'war'];https://www.opensubtitles.org/pt/search/imdbid-58946/sublanguageid-pob/moviename-la%20battaglia%20di%20algeri;ok
278;m278;body of evidence;1993;4.1;6052;['drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-body+of+evidence;nok
279;m279;the bridges of madison county;1995;7.2;22252;['drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-112579/sublanguageid-pob/moviename-the%20bridges%20of%20madison%20county;ok
280;m280;bones;2001;4.0;3525;['crime', 'horror'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-bones;nok
281;m281;bound;1996;7.5;23772;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-bound;nok
282;m282;the bourne identity;2002;7.7;124918;['action', 'adventure', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+bourne+identity;nok
283;m283;brazil;1985;8.0;77350;['drama', 'fantasy', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-brazil;nok
284;m284;bringing out the dead;1999;6.8;31285;['drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-bringing+out+the+dead;nok
285;m285;broadcast news;1987;7.1;10559;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-broadcast+news;nok
286;m286;a bucket of blood;1959;6.8;1892;['comedy', 'horror'];https://www.opensubtitles.org/pt/search/imdbid-52655/sublanguageid-pob/moviename-a%20bucket%20of%20blood;ok
287;m287;buffy the vampire slayer;1992;5.3;16206;['horror', 'comedy', 'action'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-buffy+the+vampire+slayer;nok
288;m288;bull durham;1988;7.0;18941;['comedy', 'romance', 'sport'];https://www.opensubtitles.org/pt/search/imdbid-94812/sublanguageid-pob/moviename-bull%20durham;ok
289;m289;casino;1995;8.1;111223;['biography', 'crime', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-casino;nok
290;m290;catwoman;2004;3.2;35065;['action', 'crime', 'fantasy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-catwoman;nok
291;m291;cellular;2004;6.5;32920;['action', 'crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-cellular;nok
292;m292;the crying game;1992;7.3;21394;['drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+crying+game;nok
293;m293;charade;1963;8.0;22815;['comedy', 'mystery', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-charade;nok
294;m294;cherry falls;2000;4.8;5669;['horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-175526/sublanguageid-pob/moviename-cherry%20falls;ok
295;m295;chill factor;1999;4.9;5381;['action', 'adventure', 'comedy', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-chill+factor;nok
296;m296;chinatown;1974;8.5;80698;['crime', 'drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-chinatown;nok
297;m297;nuovo cinema paradiso;1988;8.5;46801;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-nuovo+cinema+paradiso;nok
298;m298;citizen kane;1941;8.6;140517;['drama', 'mystery'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-citizen+kane;nok
299;m299;clerks.;1994;8.0;90972;['comedy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-clerks.;nok
300;m300;cliffhanger;1993;6.2;34880;['action', 'adventure', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-cliffhanger;nok
301;m301;a clockwork orange;1971;8.5;197372;['crime', 'drama', 'sci-fi'];https://www.opensubtitles.org/pt/search/imdbid-66921/sublanguageid-pob/moviename-a%20clockwork%20orange;ok
302;m302;collateral;2004;7.8;106866;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-collateral;nok
303;m303;conspiracy theory;1997;6.5;36045;['action', 'crime', 'mystery', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-conspiracy+theory;nok
304;m304;contact;1997;7.4;75043;['drama', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-contact;nok
305;m305;cool hand luke;1967;8.3;46514;['crime', 'drama'];https://www.opensubtitles.org/pt/search/imdbid-61512/sublanguageid-pob/moviename-cool%20hand%20luke;ok
306;m306;copycat;1995;6.5;17335;['crime', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-copycat;nok
307;m307;crash;2004/I;8.0;174003;['crime', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-crash;nok
308;m308;crazy love;2007/I;7.0;944;['documentary'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-crazy+love;nok
309;m309;crime spree;2003;6.4;3129;['action', 'comedy', 'crime'];https://www.opensubtitles.org/pt/subtitles/3618216/crime-spree-pb;check
310;m310;crouching tiger, hidden dragon;2003;8.0;1091;['action'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-crouching+tiger,+hidden+dragon;nok
311;m311;the crow;1994;7.6;55886;['action', 'crime', 'fantasy', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+crow;nok
312;m312;cruel intentions;1999;6.7;67532;['drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-cruel+intentions;nok
313;m313;the curse of the cat people;1944;6.9;2067;['drama', 'fantasy', 'horror'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+curse+of+the+cat+people;nok
314;m314;the curse;1987;4.5;627;['sci-fi', 'horror'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+curse;nok
315;m315;dark city;1998;7.8;64262;['mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-dark+city;nok
316;m316;dave;1993;6.8;20807;['comedy', 'romance'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-dave;nok
317;m317;day of the dead;1985;7.0;22746;['horror', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-day+of+the+dead;nok
318;m318;dead poets society;1989;7.8;90842;['drama'];https://www.opensubtitles.org/pt/search/imdbid-97165/sublanguageid-pob/moviename-dead%20poets%20society;ok
319;m319;deep rising;1998;5.7;12638;['action', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-deep+rising;nok
320;m320;the deer hunter;1978;8.2;89841;['drama', 'war'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+deer+hunter;nok
321;m321;demolition man;1993;6.3;46318;['action', 'crime', 'sci-fi'];https://www.opensubtitles.org/pt/search/imdbid-106697/sublanguageid-pob/moviename-demolition%20man;ok
322;m322;the devil and daniel webster;2004;5.7;1824;['comedy', 'drama', 'fantasy'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-the+devil+and+daniel+webster;nok
323;m323;die hard;1988;8.3;185430;['action', 'crime', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-die+hard;nok
324;m324;dog day afternoon;1975;8.2;61120;['crime', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-dog+day+afternoon;nok
325;m325;domino;2005;5.9;32949;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-domino;nok
326;m326;do the right thing;1989;7.9;27164;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-do+the+right+thing;nok
327;m327;dumb and dumberer: when harry met lloyd;2003;3.3;14984;['comedy'];https://www.opensubtitles.org/pt/search/imdbid-329028/sublanguageid-pob/moviename-dumb%20and%20dumberer:%20when%20harry%20met%20lloyd;ok
328;m328;dune;1984;6.5;38954;['action', 'adventure', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-dune;nok
329;m329;ed wood;1994;8.1;75704;['biography', 'comedy', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-ed+wood;nok
