index;movieID;movieTitle;movieYear;IMDBRating;IMDBVotes;genres;subURL;found;subDownUrl
124;m124;lost horizon;1937;7.8;5509;['adventure', 'drama', 'fantasy', 'mystery'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-6256;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3128744
125;m125;men in black;1997;7.0;121719;['action', 'adventure', 'comedy', 'sci-fi'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1919;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3584127
126;m126;minority report;2002;7.7;137009;['action', 'crime', 'mystery', 'sci-fi', 'thriller', 'action', 'animation', 'drama', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1787;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3289314
127;m127;made;2001;6.4;9774;['comedy', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-12295;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/7055623
128;m128;malcolm x;1992;7.7;23317;['biography', 'drama', 'history'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1553;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4789298
129;m129;man on fire;2004;7.7;76517;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-302;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3431487
130;m130;marty;1955;7.7;6379;['drama', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-6818;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/5760066
131;m131;mash;1970;7.8;29358;['comedy', 'war', 'drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1280;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4014320
132;m132;meet john doe;1941;7.7;4841;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-33891/sublanguageid-pob/moviename-meet%20john%20doe;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/5823249
133;m133;metro;1997;5.3;9601;['action', 'comedy', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-5527;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3823730
134;m134;metropolis;1927;8.4;40730;['adventure', 'drama', 'sci-fi'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-838;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4124798
135;m135;mighty morphin power rangers;1994;8.2;35;['action', 'family'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-19782;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4479792
136;m136;mobsters;1991;5.5;3574;['crime', 'drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-16669;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3247883
137;m137;monkeybone;2001;4.5;8258;['animation', 'comedy', 'fantasy', 'romance'];https://www.opensubtitles.org/pt/subtitles/5070423/monkeybone-pb;sok;https://www.opensubtitles.org/pt/subtitleserve/sub/5070423
138;m138;my mother dreams the satan's disciples in new york;1998;6.7;70;['short'];CURTAyork;nok;
139;m139;mr. smith goes to washington;1939;8.4;33984;['drama'];https://www.opensubtitles.org/pt/search/imdbid-31679/sublanguageid-pob/moviename-mr.%20smith%20goes%20to%20washington;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/59294
140;m140;mr. deeds goes to town;1936;8.0;7594;['comedy', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-27996/sublanguageid-pob/moviename-mr.%20deeds%20goes%20to%20town;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/5766999
141;m141;mumford;1999;6.8;6333;['comedy', 'drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-mumford;nok;
142;m142;the mummy;1999;6.9;96736;['action', 'adventure', 'fantasy'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-4201;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3105104
143;m143;mystery men;1999;5.9;31817;['action', 'comedy', 'fantasy'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-3563;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3634918
144;m144;napoleon;1995;5.5;486;['family', 'adventure'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-napoleon;nok;
145;m145;next friday;2000;5.4;10267;['comedy'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2999;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/5219130
146;m146;nick of time;1995;6.2;15945;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2657;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3807107
147;m147;the night of the hunter;1955;8.2;26211;['drama', 'film-noir', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-6076;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3131294
148;m148;a nightmare on elm street;1984;7.4;47161;['horror'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2013;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3459293
149;m149;ninotchka;1939;7.9;6951;['comedy', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-31725/sublanguageid-pob/moviename-ninotchka;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3519283
150;m150;nixon;1995;7.1;13878;['biography', 'drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-7848;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3385484
151;m151;no country for old men;2007;8.3;202649;['crime', 'drama', 'mystery', 'thriller', 'western'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-29331;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3181177
152;m152;nurse betty;2000;6.4;20473;['comedy', 'crime', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-171580/sublanguageid-pob/moviename-nurse%20betty;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/47435
153;m153;o brother, where art thou?;2000;7.8;95628;['comedy', 'adventure', 'crime', 'music'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2359;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3094444
154;m154;an officer and a gentleman;1982;6.8;16883;['drama', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-5492;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4876094
155;m155;panic room;2002;6.9;69824;['thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2462;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/5345121
156;m156;panther;1995;5.9;1129;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-panther;nok;
157;m157;the patriot;2000;6.9;79207;['action', 'drama', 'war'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2406;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3417416
158;m158;pet sematary;1989;6.3;19851;['drama', 'fantasy', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1524;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3171067
159;m159;pirates of the caribbean;2003;7.2;329;['adventure', 'fantasy', 'horror'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-216;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3136778
160;m160;plastic man;1999;6.7;29;['drama'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-plastic+man;nok;
161;m161;platinum blonde;1931;6.9;1119;['comedy', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-22268/sublanguageid-pob/moviename-platinum%20blonde;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3427101
162;m162;pleasantville;1998;7.5;49669;['comedy', 'drama', 'fantasy'];https://www.opensubtitles.org/pt/search/imdbid-120789/sublanguageid-pob/moviename-pleasantville;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3254779
163;m163;punch-drunk love;2002;7.4;50312;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2521;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4167290
164;m164;quills;2000;7.3;22657;['biography', 'drama', 'history', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-180073/sublanguageid-pob/moviename-quills;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3163775
165;m165;rko 281;1999;7.1;3543;['biography', 'drama'];https://www.opensubtitles.org/pt/subtitles/6476051/rko-281-pb;sok;https://www.opensubtitles.org/pt/subtitleserve/sub/6476051
166;m166;raging bull;1980;8.4;91851;['biography', 'drama', 'sport'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-711;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3904011
167;m167;rear window;1954;8.7;121165;['crime', 'mystery', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1016;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3182697
168;m168;rebel without a cause;1955;7.9;27791;['drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-48545/sublanguageid-pob/moviename-rebel%20without%20a%20cause;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/95271
169;m169;reindeer games;2000;5.5;16951;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-184858/sublanguageid-pob/moviename-reindeer%20games;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3523075
170;m170;reservoir dogs;1992;8.4;217185;['crime', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-105236/sublanguageid-pob/moviename-reservoir%20dogs;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3577694
171;m171;roughshod;1949;6.9;115;['action', 'drama', 'romance', 'western'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-29271;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3632852
172;m172;scary movie 2;2001;4.7;44511;['comedy'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-860;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/126423
173;m173;serial mom;1994;6.4;11077;['comedy', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-111127/sublanguageid-pob/moviename-serial%20mom;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4252575
174;m174;the seventh victim;1943;6.9;1596;['drama', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-36341/sublanguageid-pob/moviename-the%20seventh%20victim;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4230867
175;m175;sex, lies, and videotape;1989;7.1;18505;['drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1971;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3269781
176;m176;shivers;1975;6.5;4940;['horror', 'sci-fi'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1127;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3249261
177;m177;shock treatment;1981;5.4;1884;['comedy', 'musical'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-25000;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4241468
178;m178;sideways;2004;7.8;70349;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-247;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4971528
179;m179;signs;2002;6.9;113119;['drama', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-43;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/5026453
180;m180;silverado;1985;7.0;14355;['action', 'western'];https://www.opensubtitles.org/pt/search/imdbid-90022/sublanguageid-pob/moviename-silverado;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3980795
181;m181;simone;2010;8.3;9;['short', 'drama', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-simone;nok;
182;m182;the sixth sense;1999;8.2;244162;['drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-3777;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3330147
183;m183;slash;2002;4.2;899;['comedy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-slash;nok;
184;m184;slither;2006;6.6;26497;['comedy', 'horror', 'sci-fi'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-18930;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3098527
185;m185;smokey and the bandit;1977;6.6;14147;['action', 'comedy', 'crime', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-4797;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3286970
186;m186;smokin' aces;2006;6.6;58048;['action', 'crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-22466;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118241
187;m187;solaris;2002;6.2;33541;['drama', 'mystery', 'romance', 'sci-fi'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-28;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/53611
188;m188;someone to watch over me;1987;6.1;3909;['action', 'crime', 'drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-4857;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3463524
189;m189;spider-man;2002;7.4;169898;['action', 'adventure', 'fantasy', 'sci-fi', 'action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-112;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3120642
190;m190;stalag 17;1953;8.2;21182;['drama', 'war'];https://www.opensubtitles.org/pt/search/imdbid-46359/sublanguageid-pob/moviename-stalag%2017;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/58553
191;m191;star trek: generations;1994;6.5;26662;['action', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-4303;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118039
192;m192;star trek iii: the search for spock;1984;6.5;22466;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-88170/sublanguageid-pob/moviename-star%20trek%20iii:%20the%20search%20for%20spock;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118033
193;m193;star trek: the wrath of khan;1982;7.8;36503;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-84726/sublanguageid-pob/moviename-star%20trek:%20the%20wrath%20of%20khan;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4881024
194;m194;star trek iv: the voyage home;1986;7.3;26423;['adventure', 'comedy', 'sci-fi'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2699;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118034
195;m195;star trek: insurrection;1998;6.3;26728;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-120844/sublanguageid-pob/moviename-star%20trek:%20insurrection;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118035
196;m196;star trek: first contact;1996;7.6;45429;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2107;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118040
197;m197;star trek vi: the undiscovered country;1991;7.2;23751;['action', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-102975/sublanguageid-pob/moviename-star%20trek%20vi:%20the%20undiscovered%20country;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118038
198;m198;star trek: nemesis;2002;6.4;28682;['action', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-11416;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3118041
199;m199;starman;1984;6.9;14204;['adventure', 'drama', 'romance', 'sci-fi'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2632;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3137380
200;m200;strange days;1995;7.1;27744;['action', 'crime', 'drama', 'fantasy', 'music', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1950;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3629488
201;m201;suspect zero;2004;5.8;9914;['crime', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-324127/sublanguageid-pob/moviename-suspect%20zero;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3523573
202;m202;swingers;1996;7.6;32427;['comedy', 'drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-6480;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3942043
203;m203;the godfather;1972;9.2;419312;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1196;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4238201
204;m204;the talented mr. ripley;1999;7.2;64055;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-134119/sublanguageid-pob/moviename-the%20talented%20mr.%20ripley;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3598084
205;m205;taxi driver;1976;8.6;159525;['drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-565;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3268347
206;m206;the rock;1996;7.3;109533;['action', 'adventure', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1589;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3502063
207;m207;the majestic;2001;6.8;25057;['drama', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-613;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3504711
208;m208;the birds;1963;7.9;53233;['horror', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1023;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3092648
209;m209;the body snatcher;1945;7.4;2927;['drama', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-15012;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3256100
210;m210;the crow: salvation;2000;4.7;4566;['action', 'crime', 'fantasy', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-132910/sublanguageid-pob/moviename-the%20crow:%20salvation;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4149626
211;m211;the day the earth stood still;2008;5.5;52489;['drama', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-37633;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3452619
212;m212;the lost boys;1987;7.0;34826;['comedy', 'fantasy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1542;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4108993
213;m213;the thing;1982;8.2;80904;['horror', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1923;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3679290
214;m214;the time machine;2002;5.7;32900;['sci-fi', 'adventure', 'action'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-29;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4063815
215;m215;the jacket;2005;7.1;36581;['drama', 'fantasy', 'mystery', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-900;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3090480
216;m216;thelma & louise;1991;7.3;44372;['crime', 'drama', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2738;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3483847
217;m217;there's something about mary;1998;7.2;97546;['comedy', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-3210;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3535857
218;m218;thirteen days;2000;7.3;23732;['drama', 'history', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-146309/sublanguageid-pob/moviename-thirteen%20days;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4575609
219;m219;thunderheart;1992;6.6;6662;['crime', 'mystery', 'thriller', 'western'];https://www.opensubtitles.org/pt/search/imdbid-105585/sublanguageid-pob/moviename-thunderheart;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3371054
220;m220;top gun;1986;6.5;81087;['action', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-774;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3674885
221;m221;total recall;1990;7.4;71383;['action', 'adventure', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2687;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3679807
222;m222;tremors;1990;7.1;30553;['action', 'comedy', 'horror', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2505;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3559202
223;m223;true believer;1989;6.7;1801;['drama', 'crime'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-total+recall;nok;
224;m224;twin peaks: fire walk with me;1992;7.0;21274;['drama', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-105665/sublanguageid-pob/moviename-twin%20peaks:%20fire%20walk%20with%20me;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/82331
225;m225;the verdict;1982;7.7;10991;['drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-5679;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3532693
226;m226;the war of the worlds;1953;7.1;12239;['action', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-10486;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/6186976
227;m227;new nightmare;1994;6.3;14975;['fantasy', 'horror', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-5225;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3589726
228;m228;white squall;1996;6.4;8465;['adventure', 'drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-13763;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4166911
229;m229;wild at heart;1990;7.2;29388;['crime', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-642;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3133331
230;m230;wonder boys;2000;7.5;31853;['drama', 'comedy'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2049;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3554929
231;m231;the woodsman;2004;7.4;16090;['drama'];https://www.opensubtitles.org/pt/search/imdbid-361127/sublanguageid-pob/moviename-the%20woodsman;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3526013
232;m232;the abyss;1989;7.6;51699;['action', 'adventure', 'drama', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-3637;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3706013
233;m233;l'avventura;1960;7.9;6963;['drama', 'mystery'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-1439;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3975130
234;m234;agnes of god;1985;6.5;3490;['drama', 'mystery', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-88683/sublanguageid-pob/moviename-agnes%20of%20god;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4743687
235;m235;a hard day's night;1964;7.6;15431;['comedy', 'music'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-4982;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3141344
236;m236;alien;1979;8.5;184471;['adventure', 'horror', 'sci-fi', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-2518;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3370381
237;m237;alien vs. predator;1993;7.8;116;['action', 'adventure', 'sci-fi'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-alien+vs.+predator;nok;
238;m238;all about eve;1950;8.5;35597;['drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-5878;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3347960
239;m239;all the president's men;1976;8.0;32717;['drama', 'history', 'thriller'];https://www.opensubtitles.org/pt/search/imdbid-74119/sublanguageid-pob/moviename-all%20the%20presidents%20men;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3267732
240;m240;american pie;1999;6.9;107961;['comedy', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-3030;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3296668
241;m241;an american werewolf in paris;1997;4.9;10158;['horror', 'romance', 'thriller', 'comedy'];https://www.opensubtitles.org/pt/search/imdbid-118604/sublanguageid-pob/moviename-an%20american%20werewolf%20in%20paris;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3107783
242;m242;anastasia;1997;6.6;16844;['animation', 'adventure', 'drama', 'family', 'musical', 'animation', 'family'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-6062;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/39353
243;m243;annie hall;1977;8.3;66781;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-818;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3136160
244;m244;the anniversary party;2001;6.2;5809;['drama', 'comedy'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-5810;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3280682
245;m245;antz;1998;6.8;37825;['animation', 'adventure', 'comedy', 'family'];https://www.opensubtitles.org/pt/search/imdbid-120587/sublanguageid-pob/moviename-antz;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3875587
246;m246;the apartment;1960;8.4;37301;['romance', 'comedy', 'drama'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-4731;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/103149
247;m247;apocalypse now;1979;8.6;176465;['drama', 'war'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-631;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3175627
248;m248;arctic blue;1993;4.8;464;['action', 'thriller'];https://www.opensubtitles.org/pt/search2/sublanguageid-pob/moviename-arctic+blue;nok;
249;m249;as good as it gets;1997;7.8;93201;['comedy', 'drama', 'romance'];https://www.opensubtitles.org/pt/search/imdbid-119822/sublanguageid-pob/moviename-as%20good%20as%20it%20gets;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/4795480
250;m250;assassins;1995;6.0;23681;['action', 'thriller', 'crime'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-19137;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/3448908
251;m251;asylum;2005;6.1;2395;['drama', 'romance', 'thriller'];https://www.opensubtitles.org/pt/search/sublanguageid-pob/idmovie-7617;ok;https://www.opensubtitles.org/pt/subtitleserve/sub/5814658
